repoid	name	baseurl	repomd
ol9_MySQL97_tools_community	MySQL 9.7 Tools Community ($basearch)	https://yum.oracle.com/repo/OracleLinux/OL9/MySQL97/tools/community/x86_64/	https://yum.oracle.com/repo/OracleLinux/OL9/MySQL97/tools/community/x86_64/repodata/repomd.xml
ol9_MySQL84_community	MySQL 8.4 Server Community ($basearch)	https://yum.oracle.com/repo/OracleLinux/OL9/MySQL84/community/x86_64/	https://yum.oracle.com/repo/OracleLinux/OL9/MySQL84/community/x86_64/repodata/repomd.xml
ol9_MySQL84_tools_community	MySQL 8.4 Tools Community ($basearch)	https://yum.oracle.com/repo/OracleLinux/OL9/MySQL84/tools/community/x86_64/	https://yum.oracle.com/repo/OracleLinux/OL9/MySQL84/tools/community/x86_64/repodata/repomd.xml
ol9_java	Oracle Java SE Development Kit (JDK) ($basearch)	https://yum.oracle.com/repo/OracleLinux/OL9/java/x86_64/	https://yum.oracle.com/repo/OracleLinux/OL9/java/x86_64/repodata/repomd.xml
ol9_oracle_instantclient23	Oracle Database Instant Client 26ai ($basearch)	https://yum.oracle.com/repo/OracleLinux/OL9/oracle/instantclient23/x86_64/	https://yum.oracle.com/repo/OracleLinux/OL9/oracle/instantclient23/x86_64/repodata/repomd.xml
ol9_oracle_instantclient	Oracle Database Instant Client 19c ($basearch)	https://yum.oracle.com/repo/OracleLinux/OL9/oracle/instantclient/x86_64/	https://yum.oracle.com/repo/OracleLinux/OL9/oracle/instantclient/x86_64/repodata/repomd.xml
ol9_ocne	Oracle Cloud Native Environment ($basearch)	https://yum.oracle.com/repo/OracleLinux/OL9/ocne/x86_64/	https://yum.oracle.com/repo/OracleLinux/OL9/ocne/x86_64/repodata/repomd.xml
ol9_olcne19	Oracle Cloud Native Environment 1.9 ($basearch)	https://yum.oracle.com/repo/OracleLinux/OL9/olcne19/x86_64/	https://yum.oracle.com/repo/OracleLinux/OL9/olcne19/x86_64/repodata/repomd.xml
ol9_olcne18	Oracle Cloud Native Environment 1.8 ($basearch)	https://yum.oracle.com/repo/OracleLinux/OL9/olcne18/x86_64/	https://yum.oracle.com/repo/OracleLinux/OL9/olcne18/x86_64/repodata/repomd.xml
ol9_olcne17	Oracle Cloud Native Environment 1.7 ($basearch)	https://yum.oracle.com/repo/OracleLinux/OL9/olcne17/x86_64/	https://yum.oracle.com/repo/OracleLinux/OL9/olcne17/x86_64/repodata/repomd.xml
ol9_oraclelinuxmanager210_client	Oracle Linux Manager 2.10 Client ($basearch)	https://yum.oracle.com/repo/OracleLinux/OL9/oraclelinuxmanager210/client/x86_64/	https://yum.oracle.com/repo/OracleLinux/OL9/oraclelinuxmanager210/client/x86_64/repodata/repomd.xml
ol9_developer_EPEL	EPEL Packages ($basearch)	https://yum.oracle.com/repo/OracleLinux/OL9/developer/EPEL/x86_64/	https://yum.oracle.com/repo/OracleLinux/OL9/developer/EPEL/x86_64/repodata/repomd.xml
ol9_developer	Developer Packages ($basearch)	https://yum.oracle.com/repo/OracleLinux/OL9/developer/x86_64/	https://yum.oracle.com/repo/OracleLinux/OL9/developer/x86_64/repodata/repomd.xml
ol9_developer_kvm_utils	KVM Utilities (Developer) ($basearch)	https://yum.oracle.com/repo/OracleLinux/OL9/developer/kvm/utils/x86_64/	https://yum.oracle.com/repo/OracleLinux/OL9/developer/kvm/utils/x86_64/repodata/repomd.xml
ol9_developer_UEKnext	Developer Release of UEK-next ($basearch)	https://yum.oracle.com/repo/OracleLinux/OL9/developer/UEKnext/x86_64/	https://yum.oracle.com/repo/OracleLinux/OL9/developer/UEKnext/x86_64/repodata/repomd.xml
ol9_oracle_software	Oracle Database Tools ($basearch)	https://yum.oracle.com/repo/OracleLinux/OL9/oracle/software/x86_64/	https://yum.oracle.com/repo/OracleLinux/OL9/oracle/software/x86_64/repodata/repomd.xml
ol9_developer_archive	Developer Archive ($basearch)	https://yum.oracle.com/repo/OracleLinux/OL9/developer/archive/x86_64/	https://yum.oracle.com/repo/OracleLinux/OL9/developer/archive/x86_64/repodata/repomd.xml
ol9_MySQL80_community	MySQL 8.0 Server Community ($basearch)	https://yum.oracle.com/repo/OracleLinux/OL9/MySQL80/community/x86_64/	https://yum.oracle.com/repo/OracleLinux/OL9/MySQL80/community/x86_64/repodata/repomd.xml
ol9_MySQL80_connectors_community	MySQL 8.0 Connectors Community ($basearch)	https://yum.oracle.com/repo/OracleLinux/OL9/MySQL80/connectors/community/x86_64/	https://yum.oracle.com/repo/OracleLinux/OL9/MySQL80/connectors/community/x86_64/repodata/repomd.xml
ol9_MySQL80_tools_community	MySQL 8.0 Tools Community ($basearch)	https://yum.oracle.com/repo/OracleLinux/OL9/MySQL80/tools/community/x86_64/	https://yum.oracle.com/repo/OracleLinux/OL9/MySQL80/tools/community/x86_64/repodata/repomd.xml
